"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110791288","2.1.3.16.1","25200","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110791291","2.1.3.16.4","19.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110791291","2.1.3.16.4","13.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110791291","2.1.3.16.4","15.3","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110791291","2.1.3.16.4","12.5","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110791291","2.1.3.16.4","10.9","","","","1"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791463","2.2.1.15.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791463","2.2.1.15.1","","F","","","0"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791463","2.2.1.15.1","","F","","","0"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791463","2.2.1.15.1","","F","","","0"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791463","2.2.1.15.1","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791466","2.2.1.15.4","","F","","","1"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791466","2.2.1.15.4","","F","","","1"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791466","2.2.1.15.4","","F","","","1"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791466","2.2.1.15.4","","F","","","1"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791466","2.2.1.15.4","","F","","","1"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110791470","2.2.1.16.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110791470","2.2.1.16.1","","F","","","0"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110791470","2.2.1.16.1","","F","","","0"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110791470","2.2.1.16.1","","F","","","0"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110791470","2.2.1.16.1","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110791473","2.2.1.16.4","","F","","","1"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110791473","2.2.1.16.4","","F","","","1"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110791473","2.2.1.16.4","","F","","","1"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110791473","2.2.1.16.4","","F","","","1"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110791473","2.2.1.16.4","","F","","","1"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791645","2.2.2.15.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791645","2.2.2.15.1","","F","","","0"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791645","2.2.2.15.1","","F","","","0"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791645","2.2.2.15.1","","F","","","0"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791645","2.2.2.15.1","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791648","2.2.2.15.4","","F","","","1"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791648","2.2.2.15.4","","F","","","1"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791648","2.2.2.15.4","","F","","","1"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791648","2.2.2.15.4","","F","","","1"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791648","2.2.2.15.4","","F","","","1"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791652","2.2.2.16.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791652","2.2.2.16.1","","F","","","0"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791652","2.2.2.16.1","","F","","","0"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791652","2.2.2.16.1","","F","","","0"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791652","2.2.2.16.1","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791655","2.2.2.16.4","","F","","","1"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791655","2.2.2.16.4","","F","","","1"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791655","2.2.2.16.4","","F","","","1"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791655","2.2.2.16.4","","F","","","1"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791655","2.2.2.16.4","","F","","","1"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791827","2.2.3.15.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791827","2.2.3.15.1","","F","","","0"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791827","2.2.3.15.1","","F","","","0"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791827","2.2.3.15.1","","F","","","0"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791827","2.2.3.15.1","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791830","2.2.3.15.4","","F","","","1"
"2016","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791830","2.2.3.15.4","","F","","","1"
"2017","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791830","2.2.3.15.4","","F","","","1"
"2018","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791830","2.2.3.15.4","","F","","","1"
"2019","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791830","2.2.3.15.4","","F","","","1"
"2015","Newfoundland and Labrador","2016A000210","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110791834","2.2.3.16.1","","F","","","0"
